event_type,x,y,button,action,scroll_dx,scroll_dy,speed_px_s,idle_time_s,timestamp
movement,381,217,none,moved,0,0,0.0,0.0,2026-07-25 22:10:44.762994
movement,381,215,none,moved,0,0,47.4142,0.0,2026-07-25 22:10:44.818424
movement,380,214,none,moved,0,0,44.0585,0.0,2026-07-25 22:10:44.870496
movement,380,215,none,moved,0,0,1.1361,0.0,2026-07-25 22:10:45.750710
movement,385,244,none,moved,0,0,663.0966,0.0,2026-07-25 22:10:45.805060
movement,391,260,none,moved,0,0,191.1573,0.0,2026-07-25 22:10:45.857954
movement,394,269,none,moved,0,0,192.3547,0.0,2026-07-25 22:10:45.908185
movement,396,275,none,moved,0,0,0.0,0.0,2026-07-25 22:10:45.962730
click,396,277,left,pressed,0,0,0.0,0.0,2026-07-25 22:10:46.276581
click,396,277,left,released,0,0,0.0,0.0,2026-07-25 22:10:46.501976
movement,402,276,none,moved,0,0,5.9512,0.0,2026-07-25 22:10:47.005344
movement,471,250,none,moved,0,0,1344.6077,0.0,2026-07-25 22:10:47.060092
movement,525,221,none,moved,0,0,753.3024,0.0,2026-07-25 22:10:47.115472
movement,556,208,none,moved,0,0,6327.1848,0.0,2026-07-25 22:10:47.166292
movement,570,206,none,moved,0,0,123.9488,0.0,2026-07-25 22:10:47.219221
movement,574,206,none,moved,0,0,47.3414,0.0,2026-07-25 22:10:47.287156
movement,576,206,none,moved,0,0,35.5453,0.0,2026-07-25 22:10:47.349141
movement,582,206,none,moved,0,0,145.7874,0.0,2026-07-25 22:10:47.402914
movement,600,206,none,moved,0,0,448.4608,0.0,2026-07-25 22:10:47.457663
movement,626,206,none,moved,0,0,289.812,0.0,2026-07-25 22:10:47.512564
movement,634,207,none,moved,0,0,28.5574,0.0,2026-07-25 22:10:47.595655
movement,634,208,none,moved,0,0,0.0,0.0,2026-07-25 22:10:47.677476
movement,634,209,none,moved,0,0,18.1144,0.0,2026-07-25 22:10:47.732685
movement,632,209,none,moved,0,0,29.2837,0.0,2026-07-25 22:10:47.800794
movement,632,209,none,moved,0,0,0.0,0.0,2026-07-25 22:10:47.862302
movement,630,215,none,moved,0,0,5.8605,0.0,2026-07-25 22:10:48.941499
movement,611,280,none,moved,0,0,846.9029,0.0,2026-07-25 22:10:48.995812
movement,607,296,none,moved,0,0,48.6589,0.0,2026-07-25 22:10:49.064827
movement,607,296,none,moved,0,0,0.0,0.0,2026-07-25 22:10:49.201450
click,607,296,left,pressed,0,0,0.0,0.0,2026-07-25 22:10:49.499229
click,607,296,left,released,0,0,0.0,0.0,2026-07-25 22:10:49.718378
movement,603,294,none,moved,0,0,5.8922,0.0,2026-07-25 22:10:49.994629
movement,520,254,none,moved,0,0,1893.7403,0.0,2026-07-25 22:10:50.049275
movement,406,213,none,moved,0,0,2267.3162,0.0,2026-07-25 22:10:50.104050
movement,287,188,none,moved,0,0,2017.5582,0.0,2026-07-25 22:10:50.158910
movement,173,177,none,moved,0,0,1886.2543,0.0,2026-07-25 22:10:50.213699
movement,95,177,none,moved,0,0,1300.1562,0.0,2026-07-25 22:10:50.269889
movement,35,193,none,moved,0,0,1050.1929,0.0,2026-07-25 22:10:50.323356
movement,23,199,none,moved,0,0,73.9984,0.0,2026-07-25 22:10:50.378141
movement,23,199,none,moved,0,0,0.0,0.0,2026-07-25 22:10:50.439954
movement,23,200,none,moved,0,0,8.5631,0.0,2026-07-25 22:10:50.597671
movement,23,200,none,moved,0,0,0.0,0.0,2026-07-25 22:10:50.666312
movement,25,203,none,moved,0,0,108.622,0.0,2026-07-25 22:10:50.734881
movement,29,210,none,moved,0,0,133.3942,0.0,2026-07-25 22:10:50.786400
movement,36,225,none,moved,0,0,326.8882,0.0,2026-07-25 22:10:50.837429
movement,40,231,none,moved,0,0,47.4958,0.0,2026-07-25 22:10:50.892706
movement,40,233,none,moved,0,0,23.8046,0.0,2026-07-25 22:10:50.962030
movement,42,238,none,moved,0,0,143.7144,0.0,2026-07-25 22:10:51.016220
movement,46,247,none,moved,0,0,141.5942,0.0,2026-07-25 22:10:51.070832
movement,48,251,none,moved,0,0,19.6902,0.0,2026-07-25 22:10:51.169705
movement,48,251,none,moved,0,0,0.0,0.0,2026-07-25 22:10:51.221714
movement,48,255,none,moved,0,0,5.7745,0.0,2026-07-25 22:10:51.914525
movement,56,285,none,moved,0,0,528.9534,0.0,2026-07-25 22:10:51.968133
movement,57,290,none,moved,0,0,0.0,0.0,2026-07-25 22:10:52.079097
movement,57,290,none,moved,0,0,0.0,0.0,2026-07-25 22:10:52.140589
movement,57,289,none,moved,0,0,47.6555,0.0,2026-07-25 22:10:52.209275
click,57,288,left,pressed,0,0,0.0,0.0,2026-07-25 22:10:52.545477
click,57,288,left,released,0,0,0.0,0.0,2026-07-25 22:10:52.772014
movement,57,283,none,moved,0,0,5.5107,0.0,2026-07-25 22:10:53.122290
movement,57,209,none,moved,0,0,1304.3004,0.0,2026-07-25 22:10:53.176847
movement,54,190,none,moved,0,0,146.2857,0.0,2026-07-25 22:10:53.231895
movement,54,190,none,moved,0,0,0.0,0.0,2026-07-25 22:10:53.293667
movement,54,191,none,moved,0,0,29.1938,0.0,2026-07-25 22:10:53.369057
movement,55,192,none,moved,0,0,7.6644,0.0,2026-07-25 22:10:53.520096
movement,55,192,none,moved,0,0,0.0,0.0,2026-07-25 22:10:53.588805
movement,56,190,none,moved,0,0,35.068,0.0,2026-07-25 22:10:53.644634
movement,57,188,none,moved,0,0,0.0,0.0,2026-07-25 22:10:53.705622
movement,59,185,none,moved,0,0,69.7249,0.0,2026-07-25 22:10:53.767521
movement,60,183,none,moved,0,0,47.6387,0.0,2026-07-25 22:10:53.822490
movement,61,182,none,moved,0,0,21.0657,0.0,2026-07-25 22:10:53.911458
movement,62,187,none,moved,0,0,4.4931,0.0,2026-07-25 22:10:55.046302
movement,89,251,none,moved,0,0,1505.5785,0.0,2026-07-25 22:10:55.101108
movement,134,303,none,moved,0,0,1222.745,0.0,2026-07-25 22:10:55.155775
movement,184,337,none,moved,0,0,1413.4852,0.0,2026-07-25 22:10:55.210808
movement,233,366,none,moved,0,0,822.9343,0.0,2026-07-25 22:10:55.265780
movement,274,385,none,moved,0,0,1228.4961,0.0,2026-07-25 22:10:55.320432
movement,307,397,none,moved,0,0,529.5832,0.0,2026-07-25 22:10:55.375246
movement,332,407,none,moved,0,0,608.2,0.0,2026-07-25 22:10:55.429902
movement,359,422,none,moved,0,0,514.7654,0.0,2026-07-25 22:10:55.484982
movement,378,444,none,moved,0,0,541.9768,0.0,2026-07-25 22:10:55.539655
movement,388,457,none,moved,0,0,294.7508,0.0,2026-07-25 22:10:55.594533
movement,395,460,none,moved,0,0,73.6127,0.0,2026-07-25 22:10:55.656168
movement,396,460,none,moved,0,0,0.0,0.0,2026-07-25 22:10:55.724971
movement,398,454,none,moved,0,0,334.5491,0.0,2026-07-25 22:10:55.779850
movement,421,419,none,moved,0,0,884.7254,0.0,2026-07-25 22:10:55.834749
movement,432,400,none,moved,0,0,72.2932,0.0,2026-07-25 22:10:55.896411
movement,433,400,none,moved,0,0,0.0,0.0,2026-07-25 22:10:56.006033
movement,428,398,none,moved,0,0,330.3772,0.0,2026-07-25 22:10:56.060945
movement,379,382,none,moved,0,0,1025.0082,0.0,2026-07-25 22:10:56.116269
movement,311,371,none,moved,0,0,872.0269,0.0,2026-07-25 22:10:56.170863
movement,268,364,none,moved,0,0,917.9303,0.0,2026-07-25 22:10:56.225263
movement,231,355,none,moved,0,0,631.3822,0.0,2026-07-25 22:10:56.280119
movement,205,346,none,moved,0,0,440.7961,0.0,2026-07-25 22:10:56.335334
movement,191,341,none,moved,0,0,315.836,0.0,2026-07-25 22:10:56.390072
movement,180,338,none,moved,0,0,321.2781,0.0,2026-07-25 22:10:56.445129
movement,164,332,none,moved,0,0,421.3861,0.0,2026-07-25 22:10:56.499687
movement,147,322,none,moved,0,0,435.7176,0.0,2026-07-25 22:10:56.554513
movement,130,317,none,moved,0,0,141.4414,0.0,2026-07-25 22:10:56.609880
movement,122,316,none,moved,0,0,73.5856,0.0,2026-07-25 22:10:56.671044
movement,122,316,none,moved,0,0,0.0,0.0,2026-07-25 22:10:56.739978
movement,122,317,none,moved,0,0,0.0,0.0,2026-07-25 22:10:56.822151
movement,122,319,none,moved,0,0,29.2072,0.0,2026-07-25 22:10:56.891040
movement,122,320,none,moved,0,0,14.5776,0.0,2026-07-25 22:10:56.959641
movement,122,321,none,moved,0,0,0.0,0.0,2026-07-25 22:10:57.014185
movement,122,323,none,moved,0,0,20.8046,0.0,2026-07-25 22:10:57.103317
movement,122,324,none,moved,0,0,29.1802,0.0,2026-07-25 22:10:57.165078
movement,122,326,none,moved,0,0,48.4773,0.0,2026-07-25 22:10:57.219906
movement,122,328,none,moved,0,0,20.8319,0.0,2026-07-25 22:10:57.308933
movement,122,330,none,moved,0,0,35.3741,0.0,2026-07-25 22:10:57.378232
movement,122,333,none,moved,0,0,48.6172,0.0,2026-07-25 22:10:57.446240
movement,122,334,none,moved,0,0,29.1757,0.0,2026-07-25 22:10:57.508016
movement,122,336,none,moved,0,0,18.1202,0.0,2026-07-25 22:10:57.598000
movement,122,336,none,moved,0,0,0.0,0.0,2026-07-25 22:10:57.652156
movement,123,338,none,moved,0,0,17.2023,0.0,2026-07-25 22:10:57.761652
movement,123,341,none,moved,0,0,2.1622,0.0,2026-07-25 22:10:59.156048
movement,130,360,none,moved,0,0,320.4985,0.0,2026-07-25 22:10:59.210661
movement,132,365,none,moved,0,0,153.6825,0.0,2026-07-25 22:10:59.265552
movement,132,366,none,moved,0,0,0.0,0.0,2026-07-25 22:10:59.376154
movement,132,367,none,moved,0,0,12.264,0.0,2026-07-25 22:10:59.457691
movement,132,367,none,moved,0,0,0.0,0.0,2026-07-25 22:10:59.519454
movement,132,370,none,moved,0,0,3.806,0.0,2026-07-25 22:11:00.307681
movement,139,396,none,moved,0,0,285.4142,0.0,2026-07-25 22:11:00.362763
movement,142,403,none,moved,0,0,0.0,0.0,2026-07-25 22:11:00.479427
click,142,402,left,pressed,0,0,0.0,0.0,2026-07-25 22:11:00.800912
click,142,402,left,released,0,0,0.0,0.0,2026-07-25 22:11:01.029259
movement,149,401,none,moved,0,0,6.3876,0.0,2026-07-25 22:11:01.606855
movement,219,392,none,moved,0,0,1015.2539,0.0,2026-07-25 22:11:01.661409
movement,268,393,none,moved,0,0,892.7217,0.0,2026-07-25 22:11:01.716093
movement,300,399,none,moved,0,0,462.2736,0.0,2026-07-25 22:11:01.770972
movement,325,405,none,moved,0,0,207.676,0.0,2026-07-25 22:11:01.825842
movement,343,412,none,moved,0,0,337.7538,0.0,2026-07-25 22:11:01.880710
movement,357,417,none,moved,0,0,151.0808,0.0,2026-07-25 22:11:01.935772
movement,371,421,none,moved,0,0,298.2298,0.0,2026-07-25 22:11:01.990384
movement,377,421,none,moved,0,0,100.395,0.0,2026-07-25 22:11:02.048413
movement,389,422,none,moved,0,0,290.213,0.0,2026-07-25 22:11:02.100122
movement,410,421,none,moved,0,0,329.0096,0.0,2026-07-25 22:11:02.154951
movement,420,415,none,moved,0,0,230.4535,0.0,2026-07-25 22:11:02.209665
movement,420,410,none,moved,0,0,72.7092,0.0,2026-07-25 22:11:02.264649
movement,421,408,none,moved,0,0,183.4377,0.0,2026-07-25 22:11:02.319570
movement,422,403,none,moved,0,0,69.7052,0.0,2026-07-25 22:11:02.381834
movement,424,399,none,moved,0,0,138.025,0.0,2026-07-25 22:11:02.436408
movement,428,395,none,moved,0,0,104.5039,0.0,2026-07-25 22:11:02.490806
movement,435,393,none,moved,0,0,0.0,0.0,2026-07-25 22:11:02.545886
movement,441,392,none,moved,0,0,104.0402,0.0,2026-07-25 22:11:02.607504
movement,443,391,none,moved,0,0,34.3565,0.0,2026-07-25 22:11:02.683066
movement,443,390,none,moved,0,0,0.0,0.0,2026-07-25 22:11:02.765576
movement,444,388,none,moved,0,0,0.0,0.0,2026-07-25 22:11:02.820084
movement,445,385,none,moved,0,0,0.0,0.0,2026-07-25 22:11:02.888558
movement,447,383,none,moved,0,0,24.4624,0.0,2026-07-25 22:11:02.977784
movement,447,381,none,moved,0,0,0.0,0.0,2026-07-25 22:11:03.060232
movement,448,381,none,moved,0,0,18.048,0.0,2026-07-25 22:11:03.115641
movement,449,378,none,moved,0,0,51.4511,0.0,2026-07-25 22:11:03.190331
movement,450,376,none,moved,0,0,71.8673,0.0,2026-07-25 22:11:03.252059
movement,450,377,none,moved,0,0,1.2026,0.0,2026-07-25 22:11:04.124765
movement,458,408,none,moved,0,0,465.1757,0.0,2026-07-25 22:11:04.179627
movement,465,427,none,moved,0,0,194.7866,0.0,2026-07-25 22:11:04.234846
movement,466,433,none,moved,0,0,145.9802,0.0,2026-07-25 22:11:04.289241
movement,467,437,none,moved,0,0,48.3582,0.0,2026-07-25 22:11:04.357790
movement,468,438,none,moved,0,0,29.077,0.0,2026-07-25 22:11:04.419540
click,468,438,left,pressed,0,0,0.0,0.0,2026-07-25 22:11:04.718679
click,468,438,left,released,0,0,0.0,0.0,2026-07-25 22:11:04.938984
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.411428
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.418118
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.425279
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.432557
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.439542
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.445598
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.452274
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.459838
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.467089
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.473405
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.480238
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.486626
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.494090
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.500421
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.507601
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.514304
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.521531
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.528265
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.534641
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.545436
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.548643
scroll,468,438,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:05.638352
scroll,468,438,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:05.658719
scroll,468,438,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:05.720109
scroll,468,438,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:05.808193
idle,468,438,none,idle_start,0,0,0.0,0.0,2026-07-25 22:11:06.058769
idle,465,451,none,idle_end,0,0,0.0,0.1336,2026-07-25 22:11:06.192356
movement,465,451,none,moved,0,0,7.5257,0.0,2026-07-25 22:11:06.199456
movement,415,627,none,moved,0,0,1830.3898,0.0,2026-07-25 22:11:06.249960
movement,409,675,none,moved,0,0,139.7123,0.0,2026-07-25 22:11:06.302441
movement,411,667,none,moved,0,0,284.2343,0.0,2026-07-25 22:11:06.357194
scroll,411,667,none,scrolled_up,0,1,0.0,0.0,2026-07-25 22:11:06.673808
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.683273
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.687048
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.703744
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.707635
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.714605
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.727432
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.729689
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.737294
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.742024
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.749440
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.777115
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.792100
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.808060
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.823893
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.838948
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.854590
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.870423
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.885767
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.902533
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.916766
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.932249
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.948274
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:06.964209
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.020786
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.027427
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.034466
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.041175
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.048106
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.054753
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.061515
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.069414
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.075707
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.082128
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.089190
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.096659
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.103627
scroll,411,667,none,scrolled_down,0,-2,0.0,0.0,2026-07-25 22:11:07.149833
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.165006
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.180681
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.196256
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.211056
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.227368
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.243298
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.273370
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.288843
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.319216
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.335190
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.351229
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.368842
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.396800
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.466084
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.472490
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.479367
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.486933
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.493774
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.501712
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.506607
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.513236
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.520914
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.528076
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.537746
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.546684
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.553001
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.560737
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.568623
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.573646
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.581000
scroll,411,667,none,scrolled_up,0,1,0.0,0.0,2026-07-25 22:11:07.615037
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.618251
scroll,411,667,none,scrolled_up,0,1,0.0,0.0,2026-07-25 22:11:07.647080
scroll,411,667,none,scrolled_up,0,1,0.0,0.0,2026-07-25 22:11:07.677855
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.693850
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.705685
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.712168
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.719193
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.725929
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.733246
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.739167
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.745728
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.752912
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.759466
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.766456
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.773205
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.780301
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.790298
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.796908
scroll,411,667,none,scrolled_down,0,-2,0.0,0.0,2026-07-25 22:11:07.831818
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.847584
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.862265
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.878149
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.908266
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.916388
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.939229
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.955196
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.970491
scroll,411,667,none,scrolled_down,0,-1,0.0,0.0,2026-07-25 22:11:07.985936
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:07.996560
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.005742
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.010127
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.017552
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.023554
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.030385
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.037319
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.044057
scroll,411,667,none,scrolled_down,0,-2,0.0,0.0,2026-07-25 22:11:08.057964
idle,411,667,none,idle_start,0,0,0.0,0.0,2026-07-25 22:11:08.060415
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.063675
scroll,411,667,none,scrolled_up,0,1,0.0,0.0,2026-07-25 22:11:08.124672
scroll,411,667,none,scrolled_up,0,1,0.0,0.0,2026-07-25 22:11:08.144119
scroll,411,667,none,scrolled_up,0,1,0.0,0.0,2026-07-25 22:11:08.156090
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.171777
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.184151
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.203219
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.210745
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.234997
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.250344
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.266269
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.281651
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.297022
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.312421
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.327618
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.335421
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.358998
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.375034
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.404353
scroll,411,667,none,scrolled_down,0,0,0.0,0.0,2026-07-25 22:11:08.419331
idle,423,665,none,idle_end,0,0,0.0,1.6317,2026-07-25 22:11:09.692101
movement,423,665,none,moved,0,0,3.648,0.0,2026-07-25 22:11:09.692409
movement,494,639,none,moved,0,0,831.2132,0.0,2026-07-25 22:11:09.746932
movement,520,569,none,moved,0,0,2059.6527,0.0,2026-07-25 22:11:09.801737
movement,515,446,none,moved,0,0,2279.3987,0.0,2026-07-25 22:11:09.856350
